mid,bid,created_at,text,reposts,comments,attitudes,media_type,page_title,page_url,partner,category,region,classified_by,confidence
5188248931928397,PB1KZ85Fb,2025-07-14T02:00:01+00:00,#和平精英##华晨宇##花傲天#越陪伴，越懂你！腾讯游戏首位具有长期记忆的AI明星队友花傲天，和平精英见！ 和平精英的微博视频,4933,8231,14798,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5187709464150154&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4927420266971617,NbvketfDr,2023-07-25T08:00:00+00:00,花式空投降落火星，这个夏天#一起去追空投雨# 空投节直播活动·现场火星特种兵招募开启 和平精英品牌代言人@华晨宇yu 空投节直播活动即将来袭 这一次，空投到花花身边，共赴海岛惊喜 7月25日起，参与直播现场玩家招募，将有90位幸运火星特种兵，获得参与本次 ...全文,5237,2692,13921,image,#一起去追空投雨#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%80%E8%B5%B7%E5%8E%BB%E8%BF%BD%E7%A9%BA%E6%8A%95%E9%9B%A8%23&extparam=%23%E4%B8%80%E8%B5%B7%E5%8E%BB%E8%BF%BD%E7%A9%BA%E6%8A%95%E9%9B%A8%23&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4834596136944781,Mew0dt8EB,2022-11-11T04:30:04+00:00,#和平四排节大片##游戏组队行为大赏#  去年四排节的天生一队小队，重出江湖！ 这一次，四排队友各显神通，在海岛里找来超级主播@一条小团团OvO 、知名电竞选手@诚Zzzzzz、知名解说@阿梅是的是的- ，为主角难哥解决“大难题”！ 难哥为何要找花花@华晨宇yu ？在海岛里找到华晨宇 ...全文,3496,1819,13840,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4834572756779075&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5265490396058675,QrtHFpq8z,2026-02-12T05:30:01+00:00,#和平精英春节双神装降临##大吉大利和平年##敖瑞鹏#神马？@敖瑞鹏的微博 驯服四肢跳“神马舞”看到最后，敖子有话对你说！和平精英马年生肖神装｜天马神君·驭风，2月15日重磅上线！祝我们新的一年大吉大利，越来越好！   和平精英的微博视频,965,1494,13635,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5264820639825972&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,敖瑞鹏,Artist,CN,gpt,0.9
4895561037125507,ME5YHtTFx,2023-04-28T10:02:49+00:00,#和平精英四周年# 成都场火星演唱会特种兵派对即将开启！ 这次@华晨宇yu 新游戏ID到底是什么呢？ 踢馆赛晋级的水友又是否能强势挑战刚枪王？ 跟着鸡仔一起锁定和平精英微博直播间，期待花花这次超越17杀带着火星队友获胜噢～#华晨宇对粉丝出手了# 4月30日-5月2日每天下午3 ...全文,5142,15377,13569,text,,https://live.media.weibo.com/subscribe/h5/index/index?oid=1022%3A232240d6684dadcbda2d5db93479b5dced33d4&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4788913644503494,LBj36iTz0,2022-07-08T03:04:08+00:00,#和平精英玩风了#  海岛惊现金黄色神秘飓风，源头究竟从何而来？  当子弹撕开封风口，原来竟是路特斯落地生风，贴地倒挂海岛御风而行！  7月8日，和平精英×路特斯携全新载具ELETRE震撼上线。一起，上车玩风！关注@和平精英 并转发本条微博，鸡仔将使用@微博抽奖平台 抽取20位特种 ...全文,155,83,13458,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4788899181166607&launchid=10000360-page_H5,路特斯,Brand,CN,gpt,1.0
4967637768997009,NsnzaBKx3,2023-11-13T07:30:01+00:00,得知自己要一担四，@华晨宇yu 从震惊到茫然，面部表情说明了一切顶住压力，战出风采！#和平精英集合100##和平精英四排节# 和平精英的微博视频,3555,1831,13409,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4967621590712354&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5266524706969985,QrUBUtfd7,2026-02-15T02:00:00+00:00,《斗罗大陆》官方正版授权合作人物「小舞」，角色装扮系统上线，百变现身海岛，领携新一轮的极致战斗和平精英斗罗大陆联动，2月15日上线启幕，与特种兵们新年海岛相见～,3386,2378,13252,image,,,斗罗大陆,Anime,CN,gpt,1.0
5265460197065639,QrsUXtE5V,2026-02-12T03:30:01+00:00,驭风之姿，破空而来。@敖瑞鹏的微博 演绎 @和平精英 年度生肖神装天马神君·驭风，飒爽跃入烟火人间。水印如符，竹马如翼，每一次转身都是对旧岁的辞行，对新程的奔赴。驭风万里，只为将马到功成的吉兆，刻进你新年每一刻酣战与相聚。#和平精英春节双神装降临# #大吉大利和平年# #敖瑞鹏# 出品 ...全文,1447,1854,13104,video,上城士的微博视频,https://video.weibo.com/show?fid=1034%3A5264825241239593&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,敖瑞鹏,Artist,CN,gpt,0.9
5218347689445546,Q7Hj2DDdw,2025-10-05T03:21:44+00:00,小番茄空降#2025华晨宇火星演唱会# 南京站现场！🎡爽玩花花吃鸡店许愿“大鸡腿🍗”，这就是成功茄的精彩人生吧！🔥现场观看指挥满分的@华晨宇yu 成功带粉丝队一起刺激，一起吃鸡！现场的彩色烟花冲破天际，看看是谁还没有听过《飞行指挥家》、《永不熄灭的火焰》（带烟花版🎆）🔎 ...全文,3485,178,12579,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5218345838903298&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5236129423954696,Qf9TggANq,2025-11-23T05:00:00+00:00,#和平精英雪战到底#  您已进入一级速冻状态！11月25日，和平精英联合@哈尔滨文旅 、@哈尔滨冰雪大世界 ，打造「雪战到底」冬季版本！ 和平精英哈尔滨冰雪旅游推广团@北京JDG-Paraboy 、席小宇、北秋、32分钟，邀你一起打开吃鸡去东北，跳点「冰」城来场刺激雪战！,1540,512,12564,image,#和平精英雪战到底#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E9%9B%AA%E6%88%98%E5%88%B0%E5%BA%95%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E9%9B%AA%E6%88%98%E5%88%B0%E5%BA%95%23&launchid=10000360-page_H5,"哈尔滨文旅, 哈尔滨冰雪大世界",Other,CN,gpt,0.9
4833954399784292,Mefj9F3la,2022-11-09T10:00:02+00:00,#和平精英# 宠粉福利大放送！ 你想听品牌代言人@华晨宇yu 给你演绎语音包吗？快来点击评论区链接【我想听花花说的语音包】进行投稿，或带话题#华晨宇全网找队友# 发布你想让花花演绎的语音包并@和平精英，将有机会被花花现场翻牌演绎，还能获得500Q币皮肤助力金，这等好事火星人怎能错过！ ...全文,3804,1298,12492,image,#和平精英#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%23&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.95
4927692073343742,NbCoDe1Rk,2023-07-26T02:00:05+00:00,#和平精英空投节# 今日开启 7月26日 至 8月20日@麦当劳 @一加手机 @Stride炫迈  @361度 @品客大叔Pringles @周大生在线 @乐刻运动 @IM-BODY官方微博 @SEASONS季节香薰 @CleerAudio 十大品牌跨次元福利空投雨即将降落于海岛、绿洲！ 追雨开空投！#和平精英空投雨太能装了#  ...全文,185,221,12195,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4927680047677518&launchid=10000360-page_H5,"麦当劳, 一加手机, Stride炫迈, 361度, 品客大叔Pringles, 周大生, 乐刻运动, IM-BODY, SEASONS季节香薰, CleerAudio",Brand,CN,gpt,1.0
4968656979363085,NsO53DhLv,2023-11-16T03:00:00+00:00,#和平精英集合100# 全体特种兵请准备！ 和平精英品牌代言人、《集合100》发起人@华晨宇yu 现已发出集合。 听说这次花花还召唤了花傲天一起为特种兵们助力哦~ 11月17日中午12:00，和平精英百人年度大型挑战《集合100》正式播出！ 记得锁定腾讯视频、和平精英官方阵地， ...全文,24314,1883,11791,image,,,华晨宇,Artist,CN,gpt,0.9
4832898684815636,MdNQokcLy,2022-11-06T12:05:00+00:00,#和平精英四排节# 屋顶集合，四排进圈！和宋茜一起上屋顶狙击~ 四排节水友赛已开始啦，一起努力在海岛相遇哟～ 记得留意和平精英官博的水友赛招募信息，接受宋茜的组队邀请吧～ #宋茜组队官宣#  11月5日-11月7日快来报名，进入「猪猪茜」的四排游戏“好友圈”吧～ 报名方式 ...全文,715,935,11774,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4832867902226472&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
4988346585844810,NB4iuowv8,2024-01-09T10:59:28+00:00,和平精英#特种兵冰雪之旅##和平精英与哈尔滨冰雪大世界梦幻联动# 听说冬天与雪地地图更配~ “尔滨”同款雪景，在和平精英雪地地图也能拥有！ 【关注+转发+评论+超话发布】即可参与活动，丰富奖励等你来赢取!  活动时间:「1月9日-1月14日」⭐ 参与方式一 关注 ...全文,762,1217,11332,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=4988346585844810&launchid=10000360-page_H5,哈尔滨冰雪大世界,Other,CN,gpt,0.9
4765743847833766,LrAiswRV4,2022-05-05T04:35:38+00:00,品牌代言人、空投队长@吴京 #吴京超燃回归大片# 今日上映！ #和平精英3周年庆# 《和平精英》联合@中国青年报 @中国青年网 @陕西广播电视台 @丝路电竞 等各方为青年发声 就算这三年的每一局都不简单 即使前方依然充满未知与不确定 愿我们，也依旧保有一跃而入 ...全文,2442,3230,11268,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4765729636155454&launchid=10000360-page_H5,吴京,Artist,CN,gpt,0.9
4844735446914072,MiLLWt0Fi,2022-12-09T04:00:04+00:00,来听听 #和平精英四排节# 品牌代言人@宋茜 在四排超级周末派对的胜利召唤吧！ 香菜特种兵们，四排水友赛玩得开心吗？ 无论有没有胜出，这次一起来海岛见证专属“屋顶”吧 期待“猪猪茜”与88位香菜特种兵的精彩表现！ 跟着鸡仔锁定12月10日20:00，快手和平 ...全文,1869,1089,11244,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4844341005582357&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
4848392024624494,MkiTEjp2C,2022-12-19T06:10:00+00:00,「踏园林，探玄机」 新春园林登即将登陆海岛 跟着品牌代言人@华晨宇yu  一起，一步一景探秘层叠奇境 新春园林版本，12月21日吉利上线 打卡#和平精英新春园林#话题，留下你最期待解锁的脑洞玩法！ 和平精英的微博视频,4926,2069,11182,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4848381105995869&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5189826824375371,PBGNYimev,2025-07-18T10:30:00+00:00,#和平精英上线花傲天AI队友#热烈庆祝花傲天哥哥华晨宇第六张实体专辑《量变临界点》上线！鸡仔决定附上万元Q币转发送！活动时间：7月18日-7月27日 万元Q币转发送转发本博文，分享你对华晨宇的六专实体专辑祝福，鸡仔随机揪50位特种兵每人送出【200Q币】实体专辑补贴！投 ...全文,3531,7171,11064,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=5189826824375371&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4899131359763225,MFARhEXRn,2023-05-08T06:30:00+00:00,和平精英，一起出手！#游戏庆生天花板# 四年冒险之旅，从新手到老玩家， 特种兵们一定也留下许多出手瞬间的记忆。   5月8日，和品牌代言人@宋茜 一起，登陆和平精英，一起回顾四年冒险战绩与出手时刻！ #无所谓玩家会出手# 祝和平精英四周年生日快乐。冒险集结，为 ...全文,605,574,10949,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4899086026080308&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
4969019369587242,NsXvyEe4W,2023-11-17T03:00:00+00:00,和平精英百人年度大型挑战《集合100》挑战发起人@华晨宇yu 集结百位特种兵，高燃挑战，真人PK意外频发！直播速戳>>#和平精英四排节# #和平精英集合100#  网页链接,2667,10805,10920,text,,,华晨宇,Artist,CN,gpt,0.9
4906311189268319,N2EbkCT71,2023-05-28T02:00:05+00:00,#和平使者纵横宇宙# #和平主播赛# #蜘蛛侠：纵横宇宙#  2023和平精英国际主播公开赛总决赛X电影《蜘蛛侠：纵横宇宙》特别应援环节将惊喜亮相！ 让我们6月2日相约影院，共同欣赏《蜘蛛侠：纵横宇宙》 为冠军队伍送祝福，将有机会获得Q币奖励与联名好礼~ 活动时 ...全文,256,338,10881,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=4906311189268319&launchid=10000360-page_H5,Spider-Man,Movie,CN,rule,0.95
4923366056133676,N9NRbpJEg,2023-07-14T03:30:02+00:00,#浪游一夏##和平精英迈凯伦# 迈凯伦霸气降临和平精英！ 参与话题活动，即有机会获得限量迈凯伦车币证书~【关注+转发+评论+超话发布】参与活动，「和平精英×迈凯伦荣誉车手」实体车币证书等你来赢取！ 活动时间：「7月14日-7月27日」 晒迈凯伦打卡截图赢实体车币证书关 ...全文,307,503,10855,image,微博抽奖公示,https://event.weibo.com/yae/event/lottery/history?mid=4923366056133676&launchid=10000360-page_H5,McLaren,Brand,CN,rule,0.95
4806775305669099,M2QfUnMN5,2022-08-26T10:00:01+00:00,快来领取你的空投节惊喜！ 和平精英品牌代言人 #宋茜同款空投召唤舞# ，今日上线！ 8.26-9.4活动期间，登录和平精英，完成任务集齐指令，即可免费领取。 各位特种兵们，用舞蹈跟随代言人#一起去追空投雨#吧！ 和平精英的微博视频,12541,1039,10764,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4806735396012204&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
4806428030929797,M2HdN3TSJ,2022-08-25T11:00:04+00:00,我们用一跃回答勇气 为了胜利 我们蛰伏暗地、固执前进 在枪林弹雨里奔波努力 因为我们相信“《精英不凡》” 和3周年庆精英邀请官@希林娜依高 一起在 #和平精英超级空投中场秀# 感受精英力量，我们终将拥有属于自己的发光波段，以及落地有声的精彩  ...全文,609,893,10588,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4806381614858394&launchid=10000360-page_H5,希林娜依高,Artist,CN,gpt,0.9
4920474569540322,N8ADuE1Sa,2023-07-06T04:00:17+00:00,#热游夏日巡回##和平精英绿洲世界# 穿越虚实开启冒险！ 特种兵们，快来绿洲世界和鸡仔一起畅玩麦当劳乐园吧。【关注+转发+评论+超话发布】参与活动，2000Q币等你来赢取！ 活动时间：「7月6日-7月19日」 参与方式一 关注@和平精英 转发本条博文并带话题 ...全文,162,383,10444,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=4920474569540322&launchid=10000360-page_H5,麦当劳,Brand,CN,gpt,0.9
4907134091530189,N2ZAB6q4t,2023-05-30T08:30:00+00:00,#华晨宇加入LGD##华晨宇注册PEL选手##2023PEL夏季赛大名单# 恭喜华晨宇@华晨宇yu (ID:花傲天)正式加入杭州LGD和平精英分部，LGD · 花傲天已正式连接！ 乐观无畏，乘龙破阵！期待@杭州LGD和平精英 与LGD · 花傲天在未来携手共进，砥砺前行！ 6月1日，2023 PEL 夏季赛正式开赛 ...全文,1975,1095,10436,image,#华晨宇加入LGD#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E6%99%A8%E5%AE%87%E5%8A%A0%E5%85%A5LGD%23&extparam=%23%E5%8D%8E%E6%99%A8%E5%AE%87%E5%8A%A0%E5%85%A5LGD%23&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4969042020405582,NsY661HvE,2023-11-17T04:30:01+00:00,和平精英百人年度挑战《集合100》已开启 @华晨宇yu 和花傲天集合上场！ 各位特种兵在看直播吗？ 和平精英的微博视频,2386,1809,10367,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4968989055451156&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5212891301286652,Q5pmq5oIs,2025-09-20T02:00:00+00:00,#地铁逃生李昀锐摸的狗是我的##李昀锐 小狗摸了小狗# 9月20日，摸金高材生@小林是李昀锐 全新「荒岛摸金大片」帅气热映中 李昀锐和摸金小天才@武子弈 一起组成摸金小队，带你上新荒岛，铁一把！ 地铁逃生「荒岛变局」全新赛季上迷雾荒岛，打苏尔南，加倍苏尔南钻宝箱 ...全文,1991,3264,10310,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5212725773533255&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4967630218726897,NsnmZACgp,2023-11-13T07:00:01+00:00,@华晨宇yu 分析13快男兄弟的游戏实力却遭遇反转？ 是时候再约一把，实战一下看看大家的技术到底怎么样！#和平精英集合100##和平精英四排节# 和平精英的微博视频,3128,1506,10153,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4967621767135240&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4951666274601061,NlG4HjiWF,2023-09-30T05:45:00+00:00,亚洲精英，全力夺金！#和平精英亚运版本夺金加油##为和平项目中国队打call# 杭州亚运会电子竞技项目和平精英亚运版本于9月27日-10月1日火热开展，中国国家集训队也在9月29日正式登场！ 与和平精英亚运版本助威团成员LGD.花傲天@华晨宇yu 一起为国家集训队加油助威！评论区留 ...全文,2696,1613,9893,image,#为和平项目中国队打call#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%BA%E5%92%8C%E5%B9%B3%E9%A1%B9%E7%9B%AE%E4%B8%AD%E5%9B%BD%E9%98%9F%E6%89%93call%23&extparam=%23%E4%B8%BA%E5%92%8C%E5%B9%B3%E9%A1%B9%E7%9B%AE%E4%B8%AD%E5%9B%BD%E9%98%9F%E6%89%93call%23&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4893634548467739,MDhRszwQr,2023-04-23T02:27:38+00:00,#和平精英四周年# | #和平精英四周年主题曲出手# |  #宋茜新歌出手# 和平精英品牌代言人@宋茜 带来和平精英4周年主题曲《出手》舞台首秀！ 和平精英的微博视频,1461,694,9893,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4893623632986208&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
4894042830144666,MDstZ0BDk,2023-04-24T05:30:00+00:00,#和平精英四周年# 火星演唱会特种兵派对，成都站#华晨宇对粉丝出手了#  参加成都场火星演唱会的特种兵们，是否还想在海岛直面“火星刚枪王”或与花花并肩作战？ 提前获得和华晨宇同局的机会来啦！参加“成都站·火星演唱会特种兵派对“踢馆水友赛，凭借实力，跟华晨宇一起出手！ ...全文,4338,1601,9131,image,#华晨宇对粉丝出手了#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%8E%E6%99%A8%E5%AE%87%E5%AF%B9%E7%B2%89%E4%B8%9D%E5%87%BA%E6%89%8B%E4%BA%86%23&extparam=%23%E5%8D%8E%E6%99%A8%E5%AE%87%E5%AF%B9%E7%B2%89%E4%B8%9D%E5%87%BA%E6%89%8B%E4%BA%86%23&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5237903951397244,QfU3p5Ruc,2025-11-28T02:31:19+00:00,#和平精英天象三御##被三里屯的和平精英雕塑震撼了##和平精英艺术家任哲联动# 演员@袁弘 老师带着他的Art Knock与大家一起走进【天象三御】背后的故事！来看看掌管风雨雷电的神仙到底长什么样？ 和平精英与艺术家@任哲RENZHE 联动皮肤【天象三御】今日上线！震天雷神、紫霄电 ...全文,4089,351,9082,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5237901915521070&launchid=10000360-page_H5,任哲,Artist,CN,gpt,0.9
5272730770866457,Quw3H3Dp7,2026-03-04T05:00:40+00:00,#和平精英霜月狼主##侯明昊和平精英霜狼大使#🐺月圆之时，狼啸声响——那是反叛者的丧钟！👑@侯明昊 cos全新神装「霜月狼主·尼诺」，霜狼环侍，冠冕为主！从荧幕到战场，他始终是打破常规的领袖无论是雪原还是海岛，天生驾驭，战魂同频！3月6日，和平精英首个冰狼载具神装重磅上线！  ...全文,986,1258,8964,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5272728588976147&launchid=10000360-page_H5,侯明昊,Artist,CN,gpt,0.9
4951685148971757,NlGz8BDXL,2023-09-30T07:00:00+00:00,和平亚洲精英首战告捷迎来半决赛，与和平精英品牌代言人@华晨宇yu 为和平精英亚洲健儿助威，为夺冠迎风而战，等待战神归来！快来一起为和平精英亚运版本中国队加油！ 点击下方视频观看更多精彩内容，评论区留下你的亚运助威语，为和平精英电竞选手加油助威吧！ ...全文,2500,1221,8883,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4951647495847983&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
5264712787042765,Qr9tsty8Z,2026-02-10T02:00:05+00:00,#华晨宇和平精英直播欢乐局#   #华晨宇游戏直播欢乐局#和平精英是火星人永远的天命圈，开年直播信号已接通！和平精英品牌代言人 @华晨宇yu 宠粉直播高燃来袭🔥，特种兵们速来集合，和华晨宇一起解锁战场新玩法，双向奔赴宠粉时刻📍2月10日晚8点-10点 锁定和平精英官方直播间⚠️每局游戏开始前5 ...全文,3298,18340,8329,text,,https://live.media.weibo.com/subscribe/h5/index/index?oid=1022%3A2322400da53a80d517a83894c0f38f36c6a522&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.9
4949797717672624,NkTsTwc00,2023-09-25T02:00:01+00:00,#落地有金为爱而生# #周大生和平精英# 和平精英 x 周大生 联名款金饰正式上线 延续热爱，以潮酷美学还原三级头、空投箱等游戏内经典道具 大吉大利，幸运守护，与@周大生在线  一起开启吉利进圈“模式”。 关注鸡仔+转发本微博，鸡仔将通过@微博抽奖平台 抽送一个和平 ...全文,3167,729,8270,image,微博抽奖公示,https://event.weibo.com/yae/event/lottery/history?mid=4949797717672624&launchid=10000360-page_H5,周大生,Brand,CN,gpt,1.0
4799535098367644,LFLmtz6O0,2022-08-06T10:30:01+00:00,各位火星特种兵，来#跟华晨宇一起追空投雨# 吧~ @华晨宇yu 语音包是否没听够？3条隐藏语音惊喜来咯！此外，参与此条微博互动，评论分享你最喜欢的一句空投节华晨宇语音包，鸡仔将翻牌2位幸运火星人，在直播结束后私信送出此次花花送出的隐藏语音惊喜哦~ #一起去追空投雨#   ...全文,3422,1875,7861,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4799453786472482&launchid=10000360-page_H5,华晨宇,Artist,CN,gpt,0.95
5259639344333400,Qp1uuibjy,2026-01-27T02:00:02+00:00,#和平精英新代言人吴磊##地铁逃生新地图怒兆火山##和平精英火山新地图##和平精英丝路贺新春# 火山的执念，来自特种兵骨子里对刺激的渴望。 和平精英品牌代言人@吴磊LEO 以热爱奔赴火山新地图，独白特种兵的冒险心声。 1月27日，经典模式全新地图「火山」重磅来袭！岩浆灼烫燃爆 ...全文,3533,771,7582,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5259367155433517&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5263263231118590,QqxLt4GZM,2026-02-06T02:00:04+00:00,#吴磊和平精英直播首秀# #吴磊游戏直播首秀# 全体特种兵集合！ 和平精英品牌代言人@吴磊LEO  和平精英直播首秀高燃启动，将与人气主播、选手组队征战海岛！📍2月6日晚8点-10点，锁定和平精英直播间⚠️每局游戏开始前5min将会在直播间公布游戏房间号，邀请所有玩家一起同场游戏，请大家持续关注直 ...全文,1848,2843,7436,text,,https://live.media.weibo.com/subscribe/h5/index/index?oid=1022%3A232240af416d40e53366bbba7061200f74a1af&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,吴磊,Artist,CN,gpt,0.9
4969026918287724,NsXHJyM0Y,2023-11-17T03:30:00+00:00,#和平精英四排节##和平精英集合100#  华晨宇和花傲天喊你来看直播啦！ 今天中午12:00锁定和平精英官方阵地/端内电视台/腾讯视频，集合上场！,2251,1466,7381,image,,,华晨宇,Artist,CN,gpt,0.9
4835721133165040,MeZgJdhn2,2022-11-14T07:00:24+00:00,各位香菜宝宝，此次#和平精英四排节# 品牌代言人@宋茜 的四排超级周末派对 水友赛入选名单已经出炉~ 感谢各位特种兵的精彩表现，12月3日，一起进猪猪茜的四排游戏好友圈！ 评论配图,208,378,7245,text,,,宋茜,Artist,CN,gpt,0.9
4917243206435744,N7ezCr0ek,2023-06-27T06:00:01+00:00,#和平精英麦当劳乐园开园#  今晚吃鸡，我就喜欢！和平精英携手@麦当劳 打造主题吃鸡乐园。 明星四人小队化身麦麦全明星吃鸡小队，穿越虚实开启吃鸡冒险，邀你一起畅玩麦当劳乐园。 6月28日起，和平精英×麦当劳联名产品：「大吉大利吃鸡盘」等麦麦脆汁鸡联名产品系列，将在麦当劳全国门 ...全文,169,255,7159,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4917178470957094&launchid=10000360-page_H5,麦当劳,Brand,CN,gpt,1.0
4897311870160098,MEPwD0FEe,2023-05-03T06:00:00+00:00,听远方传来列车轰鸣，IT'S TIME TO GO！ 和平精英4周年主题曲《出手》MV 预告来袭 ！ 还记得出手舞台的精彩瞬间吗？冒险惊喜不止于此。 #和平精英四周年# 与品牌代言人@宋茜 一起约定，重拾勇气轮廓，出手超越过去，赢到底。 5月6日16:00， ...全文,1821,970,7106,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4897282714173499&launchid=10000360-page_H5,宋茜,Artist,CN,gpt,0.9
5196583848645116,PEwAoAgZm,2025-08-06T02:00:00+00:00,各位特种兵们，你们的大魔王空投来啦~欢迎和平精英刺激之夜暨国际主播赛官方合作伙伴：@盐津铺子大魔王正宗麻酱素毛肚 就吃大魔王【网页链接】 让#盐津铺子大魔王#一口激活你的战斗状态助你火力全开，一举吃鸡！,250,610,7069,image,#盐津铺子大魔王#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E7%9B%90%E6%B4%A5%E9%93%BA%E5%AD%90%E5%A4%A7%E9%AD%94%E7%8E%8B%23&extparam=%23%E7%9B%90%E6%B4%A5%E9%93%BA%E5%AD%90%E5%A4%A7%E9%AD%94%E7%8E%8B%23&launchid=10000360-page_H5,盐津铺子,Brand,CN,gpt,0.9
5198424577150247,PFitju06z,2025-08-11T03:54:24+00:00,2025#和平精英刺激之夜#和平文化核爆现场🔥《欢迎加入更权威的圈子》现场直击📸💥 和平精英品牌代言人@华晨宇yu 携手特邀表演嘉宾@HAT花傲天 炸裂舞台，哥弟跨时空同台核爆「和平文化」！ ✨🎮 舞台变身海岛厕所，全明星主播团白起、Dy花老湿、蓝枫学长领衔身法阵营，鲨鱼哟变身权威小番茄 ...全文,1776,1278,7019,image,,,华晨宇,Artist,CN,gpt,0.9
