mid,bid,created_at,text_preview,reposts,comments,attitudes,media_type,has_video,page_title,is_collab,collab_partner,collab_category,classified_by
5168338372138307,PsFNb8YgP,2025-05-20T03:22:34+00:00,咱们一起把日子过好比什么都强~和平精英,213,262,270,text,0,,0,,,gpt
5168317595124795,PsFfFlvbZ,2025-05-20T02:00:00+00:00,今日#鸡仔日历#来咯！520甜蜜双排，爱要并肩作战！今天不孤单，是「心动上分」时刻——无论你是刚枪战神，还是苟分小能手别忘记：TA的陪伴是双倍物资箱，是枪林弹雨中永不掉线的最强队友！评论区分享你们的甜,217,325,385,image,0,抽奖详情,0,,,gpt
5168091102971799,Pszmmct6f,2025-05-19T11:00:00+00:00,#和平精英混搭大赛##鸡仔相册# 云端气象站启动！特种兵们的【萌宠气象员】混搭风已萌力破表，兔耳摇晃间连海岛天气都变甜啦~快用赛季皮肤施展你的气象美学，争夺「云端穿搭魔法师」称号！活动时间：5月19日,225,433,544,image,0,抽奖详情,0,,,gpt
5168083552963493,PszabcqWh,2025-05-19T10:30:00+00:00,#和平主播赛##PSI国际主播公开赛##PSIS5#2025PSI战火重燃！全网顶尖主播集结！展开三大模式巅峰对决，百万奖金争夺战一触即发！5月22日起锁定各大直播间，见证新一代最强主播的诞生！,217,241,239,image,0,#和平主播赛#,0,,,gpt
5168079778349818,Psz45z2au,2025-05-19T10:15:00+00:00,#和平精英##和平精英破刃行动# 新活动爆料丨登录可领荣耀勋章，全新套装-顶瓜瓜即将免费送！！小白裙福利放送~ 新活动爆料丨登录可领荣耀勋章，全新套装-顶瓜瓜即将免费送！！,213,244,236,text,0,和平精英,0,,,gpt
5168076006102010,PsyY0pBpw,2025-05-19T10:00:01+00:00,#特种兵行为指南##HIT安全系统##和平精英PC模拟器# 和平精英联合公安部门重拳出击，成功侦破制作与售卖DMA外挂刑事案件，全力守护公平竞技环境！ 和平精英的微博视频,211,253,262,video,1,和平精英的微博视频,0,,,gpt
5168015605760293,PsxoAoavX,2025-05-19T06:00:00+00:00,#HIT安全系统##8倍镜重拳出击# 和平精英PC模拟器打击DMA外挂作弊专项公告,213,244,239,image,0,#HIT安全系统#,0,,,gpt
5167717394681729,PspDBjDVL,2025-05-18T10:15:01+00:00,#和平精英新皮肤##和平精英时光之吻&时光之誓#新皮肤爆料丨时光镌刻，情谊永恒！全新角色-【时光之吻&时光之誓】将于5月20日上线~浪漫520，一起来跳双人舞~爱是在不确定的时空里的双向奔赴~,219,366,524,video,1,和平精英的微博视频,0,,,gpt
5167713614824359,Pspxvkf2f,2025-05-18T10:00:00+00:00,#和平精英新皮肤##和平精英时光之吻&时光之誓#新皮肤爆料丨时光镌刻，情谊永恒！全新角色-【时光之吻&时光之誓】将于5月20日上线~浪漫520，一起来跳双人舞~一次邂逅，镌刻思念于是少女从碎片里捕捉他,222,295,518,image,0,#和平精英新皮肤#,0,,,gpt
5167713615351463,Pspxvms9V,2025-05-18T10:00:00+00:00,#和平主播赛##PSI国际主播公开赛##PSIS5#各位特种兵，和平精英国际主播赛 (PSI) 还剩4天开赛!最后一位神秘主播已揭晓，那就是“陀螺仪高手”一玥和“大场面先生 ”雨果！对一下正确答案，特,210,251,239,image,0,#和平主播赛#,0,,,rule
5167668317131579,PsomrtVft,2025-05-18T07:00:00+00:00,#心悦精英杯##和平精英##心悦俱乐部#🌟 Hey，鸡仔今天要和特种兵们分享一则比赛播报↓↓↓🎉【心悦精英杯】2025年第二季个人积分赛火热报名中，丰厚奖励等你来拿！🔥  🙋赶快报名吧！👉 网页链接⏰,113,258,246,image,0,#心悦精英杯#,0,,,rule
5167638117876467,PsnzJx31N,2025-05-18T05:00:00+00:00,"#和平辩论赛##和平精英SS33赛季#这群云端气象员有点萌！兔耳轻摇掌控天气法则~SS33赛季手册携【萌宠气象员】系列套装炫酷登场！三套""气象操控者""造型同步上线！当气象精灵化身战场精英，特种兵们更p",225,397,833,text,0,抽奖详情,0,,,gpt
5167411626248835,PshGqqdBF,2025-05-17T14:00:00+00:00,各位特种兵晚上好！#鸡仔说晚安##地铁逃生新赛季# 地铁逃生CH.6赛季高燃开启！是狂揽千万物资的“金库大亨”，还是极限0伤撤离的“卡点战神”？这一季的惊险赚金之旅，鸡仔等你来探索！评论区分享你们的的,213,307,274,image,0,抽奖详情,1,Metro Exodus,Game,rule
5167351227222864,Psg70uiZO,2025-05-17T10:00:00+00:00,"#和平主播赛##PSI国际主播公开赛##PSIS5#各位特种兵，和平精英国际主播赛(PSI)5月22日即将开战!昨日爱播形象已揭晓，快来看一看是否猜到正确答案!分别是“战神局质检员""不求人，以及""四大",211,280,263,image,0,#和平主播赛#,0,,,gpt
5167351227748809,Psg70wvON,2025-05-17T10:00:00+00:00,#和平精英##和平精英SS33赛季#新活动爆料丨SS33新赛季重磅开启！【蜜獾-鸡智如我】还有地铁物资、福利碎片等超多好礼等你拿！小白裙带来全新福利资讯！ 新活动爆料丨SS33新赛季重磅开启！【蜜獾-,210,251,252,text,0,和平精英,1,Metro Exodus,Game,rule
5167336127466320,PsfIEvkkw,2025-05-17T09:00:00+00:00,#和平精英新赛季##和平精英SS33赛季# 【鸡仔宠粉时刻】欢迎来到SS33赛季！云端童话与软萌治愈，请寻找你的拼团萌友～在评论区【寻找你们的赛季手册拼团搭子】鸡仔将揪5位特种兵每人送出【100Q币】,239,617,646,image,0,抽奖详情,0,,,gpt
5167305928738197,PseVWAFcF,2025-05-17T07:00:00+00:00,🔥【PEL抖音春决宠粉节！多重豪礼解锁你的电竞DNA】🔥#2025PEL春季赛总决赛# 特种兵们请注意！PEL春季赛总决赛来啦，5.16-5.18，来抖音搜索PEL，参与宠粉节&春决盛典，享多重惊喜！,212,265,247,image,0,#2025PEL春季赛总决赛#,0,,,gpt
5167260638906375,PsdKTBmXd,2025-05-17T04:00:02+00:00,#2025PEL春季赛总决赛##谁还不知道影院可以看PEL了##PEL影院观赛指南#🔥【PEL春决线下观赛狂欢！解说选手陪你看春决】🎮拉上你的搭子，5月18日来太平洋电影院线旗下成都太平洋影城（王府井,212,239,239,image,0,#2025PEL春季赛总决赛#,0,,,rule
5167260633142924,PsdKTdbCk,2025-05-17T04:00:01+00:00,#和平精英地铁逃生新赛季##和平精英地铁逃生##和平精英#和平精英地铁逃生CH.5赛季回顾和平精英地铁逃生CH.5赛季已经结束，特种兵们都留下了哪些宝贵故事呢？快跟我一起回溯这一季的精彩征程吧！新的赛,208,281,253,video,1,和平精英的微博视频,1,Metro Exodus,Game,rule
5167253081555363,PsdyI6wCv,2025-05-17T03:30:00+00:00,#和平精英# 赛季切换FAQ | 备战SS33，赛季切换常见问题解答新赛季你想知道的都在这里~ 赛季切换FAQ | 备战SS33，赛季切换常见问题解答,211,258,345,text,0,和平精英,0,,,gpt
5167245534954626,PsdmxkMVk,2025-05-17T03:00:01+00:00,#和平精英地铁逃生##地铁逃生新赛季##地铁逃生事件玩法#和平精英地铁逃生事件，即将开启！地铁逃生事件最新战报！前线冲突接近尾声，铁爪帮已全面败退，但关键情报不见踪影...这场隐藏于线索背后的故事，即,208,274,351,video,1,和平精英的微博视频,1,Metro Exodus,Game,rule
5167237982061312,Psdam8EeY,2025-05-17T02:30:00+00:00,#HIT安全系统##8倍镜重拳出击# 百万赔偿警示解包者，知识产权红线不可越！,107,224,334,image,0,#HIT安全系统#,0,,,gpt
5167230436247433,PscYbqdf3,2025-05-17T02:00:01+00:00,#和平精英六周年六六六##和平精英地铁逃生CH.6赛季# 【和平精英六周年创作者激励计划】&【和平精英六周年超话红人激励计划】第四弹来袭！【参与活动投稿 和官博互动 瓜分15000元奖金！赢取1000,878,1627,1565,image,0,抽奖详情,1,Metro Exodus,Game,rule
5167230436247698,PscYbqdjk,2025-05-17T02:00:01+00:00,#和平精英地铁逃生##和平精英地铁逃生新赛季#暗潮已至，静待破局！事件系统首曝，传世拳套破风来袭！《和平精英》地铁逃生模式在5月份即将上线全新赛季。而在此次赛季更新中，事件系统正式上线，避难所系统也进,208,223,236,text,0,和平精英,1,Metro Exodus,Game,rule
5167215332034963,PsczP8xnZ,2025-05-17T01:00:00+00:00,"今日#鸡仔日历##空投星情报局# 【金牛座专属战地指南】来啦~""深耕自有丰收时""，在这万物蓬勃的五月天，可靠的金牛战士该怎样制胜？作为年度稳定型的战术大师，你的作战法则是： 务实耕耘（稳步搜房区）✔ ",213,246,470,image,0,抽奖详情,0,,,gpt
5167003951698478,Ps74T77QO,2025-05-16T11:00:03+00:00,#和平精英地铁逃生##地铁逃生新赛季#地铁生存指南助力新赛季快速开荒！新赛季即将到来，怼友怼友有快速开荒的秘诀吗？别急！有的有的，地铁生存指南它来啦！在5月17日-6月13日活动期间，完成任务、邀请好,214,275,359,video,1,和平精英的微博视频,1,Metro Exodus,Game,rule
5166988838048494,Ps6GvxLMq,2025-05-16T10:00:00+00:00,#和平主播赛##PSI国际主播公开赛##PSIS5#各位特种兵，2025PSI即将开赛全网明星主播集结——你的爱播都在吗？5.22全平台火热开战，快来弹幕刷屏助威！根据关键词猜猜下方是哪位参赛主播，特,210,265,360,image,0,#和平主播赛#,0,,,gpt
5166943540872880,Ps5vs3F4I,2025-05-16T07:00:00+00:00,#2025PEL春季赛总决赛# 【快手】PEL春决观赛福利自5月1日开启的18天宠粉盛宴，我们见证了无数特种兵的热血应援！快手PEL官方账号的粉丝量已达800w+！ 为回归粉丝们的热情，5月16日-5,211,262,349,image,0,#2025PEL春季赛总决赛#,0,,,gpt
5166928445311197,Ps576mhGt,2025-05-16T06:00:01+00:00,#和平精英绿洲启元##和平精英赛季手册##和平精英# SS33赛季手册和绿洲启元专属手册来啦！云端童话与软萌治愈，萌系风格组合来袭！系列枪械皮肤、头盔背包以及降落伞等道具，光是看着就令人心动不止~并且,210,267,317,video,1,和平精英的微博视频,0,,,gpt
5166913345815140,Ps4IKooMA,2025-05-16T05:00:01+00:00,#和平精英六周年六六六#  【和平精英六周年创作者&超话红人激励计划】获奖名单公示【创作者激励计划】奖励通过游可爱发放，问卷链接：网页链接【超话红人激励计划】奖励通过邮箱发放，问卷链接：网页链接请获奖,211,256,354,image,0,#和平精英六周年六六六#,0,,,gpt
5166905792400873,Ps4wza4zL,2025-05-16T04:30:00+00:00,#和平精英##和平精英SS33赛季# 绿洲启元新赛季套装-乐游熊熊已上线，和可爱小熊一起战斗吧！特种兵们开通绿洲赛季手册后，完成手册任务提升等级，满级（共50级）将返还380绿洲币（返还的绿洲币可用于,216,251,388,image,0,#和平精英#,0,,,gpt
5166902022243692,Ps4qu9pGA,2025-05-16T04:15:01+00:00,#和平精英新皮肤##和平精英萌宠气象员##和平精英SS33赛季# 手册免费送！SS33赛季限定系列套装-萌宠气象员上线！还有绿洲赛季皮肤等你来~ 助力特种兵新赛季，冲冲冲！ 和平精英的微博视频,225,331,525,video,1,和平精英的微博视频,0,,,gpt
5166898242130189,Ps4ko8W9T,2025-05-16T04:00:00+00:00,#和平精英新皮肤##和平精英萌宠气象员##和平精英SS33赛季# 手册免费送！SS33赛季限定系列套装-萌宠气象员上线！还有绿洲赛季皮肤等你来~这群可爱的气象精灵生活在距离陆地100层高的地方，有着兔,239,340,542,image,0,#和平精英新皮肤#,0,,,gpt
5166686853666434,PrYPrfnO2,2025-05-15T14:00:01+00:00,#鸡仔摇篮曲##鸡仔说晚安# 睡吧~睡吧~想听听鸡仔为你准备的助眠铃声吗？ 和平精英的微博视频,211,337,578,video,1,和平精英的微博视频,0,,,gpt
5166603802250781,PrWFu9rwV,2025-05-15T08:30:00+00:00,#最活跃鸡仔非你莫属#  【最活跃鸡仔 非你莫属】5月和平精英微博宠粉计划时间已经过半，让我来看看哪10位小伙伴有机会最终成为5月最活跃鸡仔！！   鸡仔为最活跃的特种兵们准备了丰厚的奖励哦~ 【活跃,238,363,523,image,0,#最活跃鸡仔非你莫属#,0,,,gpt
5166596256958187,PrWtjtc8P,2025-05-15T08:00:01+00:00,#HIT安全系统##8倍镜重拳出击# 重拳出击！和平精英重大DMA外挂案告破,213,263,253,image,0,#HIT安全系统#,0,,,gpt
5166581151959182,PrW4X8dFI,2025-05-15T07:00:00+00:00,#和平精英混搭大赛##鸡仔相册# 鸡仔火速来报！特种兵们的小鸟芋圆混搭风已经甜度爆表，海岛瞬间变身萌趣甜品站~是时候展现真正的搭配脑洞了！谁能用这套皮肤调出最惊艳的视觉造型？速来争夺「小鸟穿搭主理人」,222,393,630,image,0,抽奖详情,0,,,gpt
5166543403483599,PrV64eCf5,2025-05-15T04:30:00+00:00,#和平精英地铁逃生##和平地铁逃生BOSS系列表情包#【和平地铁逃生BOSS】系列表情包现已上架！特种兵们速速！用最萌的图，打最野的局！ 【和平地铁逃生BOSS】系列表情包现已上架！特种兵们速速！,213,244,373,text,0,和平精英,1,Metro Exodus,Game,rule
5166535857669444,PrUTTwbaI,2025-05-15T04:00:01+00:00,速速查收这份小P熬夜整理的「 #PEL影院观赛指南# 」10城20家影院巨幕直播开启，特种兵们快集结为#2025PEL春季赛总决赛# 打call！【影院盲盒已解锁】解说场：解说降临+游戏互动战队场：战,113,261,251,image,0,#PEL影院观赛指南#,0,,,gpt
5166520753982196,PrUvxgHWY,2025-05-15T03:00:00+00:00,#和平精英村镇赛##爱小龙虾的电竞人有福了##打电竞实现小龙虾自由#5月17号，湖北省潜江市和平精英村镇赛决赛将在潜江生态龙虾城火热开启！围绕全国最大小龙虾雕塑，万人小龙虾电竞派对即将来袭！参赛赢全年,209,253,366,image,0,#和平精英村镇赛#,0,,,rule
5166324461340438,PrPoW5CHY,2025-05-14T14:00:00+00:00,各位特种兵晚上好！#鸡仔说晚安# 鸡仔最近的睡眠质量格外好，可能是因为每日都做睡前打卡任务特种兵睡前必做三件套（bushi）：✓ 把手机调成“震动模式”假装轰炸区✓ 对枕头说“您已进入一级战备状态”✓,223,371,460,image,0,抽奖详情,0,,,gpt
5166323878859138,PrPnZBaFk,2025-05-14T13:57:41+00:00,#和平精英# 【甜梦果泡幸运一击】临时公告       尊敬的特种兵，《甜梦果泡幸运一击》退还点券工具已经上线，特种兵可以关注【腾讯客服】服务号进行退还点券申请，若符合资格将进行退还操作，给您带来的不,10,55,59,text,0,#和平精英#,0,,,gpt
5166175987958182,PrLxsxohM,2025-05-14T04:10:01+00:00,#和平精英新皮肤##和平精英未来光波# 新皮肤爆料丨时空电波，光启未来！全新系列套装-【未来光波】将于5月16日上线~沉浸式感受温暖的音乐世界~动次打次~一起摇摆~ 和平精英的微博视频,221,326,606,video,1,和平精英的微博视频,0,,,gpt
5166173470068073,PrLtp0hHX,2025-05-14T04:00:01+00:00,#和平精英新皮肤##和平精英未来光波# 新皮肤爆料丨时空电波，光启未来！全新系列套装-【未来光波】将于5月16日上线~沉浸式感受温暖的音乐世界~旋律明亮欢快，动人心魄舞台光影交织，魅力无限“埃斯特克”,221,310,596,image,0,#和平精英新皮肤#,0,,,gpt
5165818581615797,PrCf06Mlf,2025-05-13T04:29:49+00:00,#和平精英# 【烟雾弹-甜梦果泡】临时公告       尊敬的特种兵，道具【烟雾弹-甜梦果泡】由于生效时间异常导致战斗公平性问题，给您带来的不便深感抱歉。目前该BUG已经修复完毕，针对本次问题，我们已,22,202,371,text,0,#和平精英#,0,,,gpt
5165811083509976,PrC2UeJ6w,2025-05-13T04:00:00+00:00,#和平精英# 打鸣=打卡？鸡界KPI竟是小面包！点击查看鸡仔的一周打工VLOG 和平精英的微博视频,314,373,586,video,1,和平精英的微博视频,0,,,gpt
5165780883473451,PrBgcezBp,2025-05-13T02:00:01+00:00,#和平精英6周年6在一起##和平精英精鸡奖名梗大赏#首届和平精英名梗大赏，精鸡奖已圆满爆笑落幕，快来看看有没有你熟悉的爆梗。感谢特种兵们对精鸡奖的支持和参与，是特种兵们的每一面，造就了我们的全面。 和,215,296,519,video,1,和平精英的微博视频,0,,,gpt
5165176903699841,Prly2fwuR,2025-05-11T10:00:01+00:00,#和平精英新皮肤##和平精英幻星舰长#新皮肤爆料丨幻星云轨，舰长引航！全新角色-【幻星舰长】将于5月13日上线~浅粉色的发丝仿佛带有香气薄荷蓝的透视镜闪烁着智慧的光娇俏靓丽的萝莉风格下有颗大心脏宇宙太,228,582,1280,video,1,和平精英的微博视频,0,,,gpt
5165086307779485,PrjbUwDNz,2025-05-11T04:00:01+00:00,#和平精英##和平精英地铁逃生##和平精英地铁逃生新赛季#和平精英地铁逃生全新传世武装即将上线！和平精英地铁逃生CH.6赛季即将在5月17日开启，并且迎来首款拥有主动能力的传世武装【机械拳套·破风】！,116,304,293,video,1,和平精英的微博视频,1,Metro Exodus,Game,rule
5165071202518869,PriNyazgV,2025-05-11T03:00:00+00:00,今日#鸡仔日历#：母亲节心动行动，爱要双向奔赴！今天不刚枪，是「为爱充电」时刻——无论你是赛场伏地魔，还是生活特种兵别忘记：妈妈的爱是「无限医疗包」，是决赛圈永不缩小的「安全区」！评论区晒出你对妈妈的,219,306,400,image,0,抽奖详情,0,,,gpt
5164739014168637,Pra9Lhus5,2025-05-10T05:00:00+00:00,#鸡仔相册##和平精英辉羽雀灵# 囚笼困羽翼，血染祈神舞——五色神光扫荡苍穹，圣洁翎羽守护苍生战斗特效融入祈神舞姿，每道光痕都是破茧印记，快快叫上你的搭子上线，组队打卡初翊孔雀舞！关注@和平精英 鸡仔,228,414,591,image,0,抽奖详情,0,,,gpt
5164723915459884,Pr9LpmUmE,2025-05-10T04:00:00+00:00,#HIT安全系统##8倍镜重拳出击# 和平精英高清模拟器违规行为处罚公告,213,253,249,image,0,#HIT安全系统#,0,,,gpt
5164512526991797,Pr4gstkSV,2025-05-09T14:00:00+00:00,各位特种兵晚上好！#鸡仔说晚安# 五月的风裹着硝烟与星光，特种兵的树洞在寂静战场亮起微光。那些没说完的决赛圈心跳、突然成盒的憨笑瞬间，鸡仔都在默默存档成暖心代码~谁说刚枪王者没有温柔电量？今夜树洞限时,235,321,515,image,0,抽奖详情,0,,,gpt
5164452122986755,Pr2H2cwZt,2025-05-09T10:00:00+00:00,#和平精英##8倍镜重拳出击# 和平精英坐挂车和使用外挂处罚公告请特种兵查收,113,274,261,image,0,#和平精英#,0,,,gpt
5164365301416937,Pr0r05WBP,2025-05-09T04:15:00+00:00,#和平精英六周年##和平精英# 新活动爆料丨PEL春季赛总决赛福利庆典热血开启，登录就能领大厅！赛季末段位冲刺还送超多服饰币！赛事新情报来咯~ PEL春季赛总决赛福利庆典热血开启，登录就能领大厅！,120,275,392,text,0,和平精英,0,,,rule
5164361526021462,Pr0kUpgsm,2025-05-09T04:00:00+00:00,#和平精英新皮肤##和平精英清韵铃兰# 新皮肤爆料丨清新铃兰，优雅绽放！全新枪皮肤【SLR-清韵铃兰】5月10日上线~夏日里的阳光穿过树的缝隙洒在铃兰环绕的枪上白色的花朵立体而真实绿而纤细的藤蔓蜿蜒缠,222,298,312,image,0,#和平精英新皮肤#,0,,,gpt
5164346426788378,PqZWystXY,2025-05-09T03:00:00+00:00,#和平精英x濮院时装周跨界合作##和平精英多元赛场的时尚空投##和平精英村镇赛#全体特种兵注意！5月10日，《和平精英》高能空降濮院时装周，游戏经典皮肤登陆现实T台！✨三大章节秀场还原数字时装美学，游,215,254,299,image,0,#和平精英x濮院时装周跨界合作#,1,濮院时装周,Brand,gpt
5164089735119748,PqTgxltSA,2025-05-08T10:00:00+00:00,#和平精英六周年##和平精英#  6周年狂欢继续！登录就能领6周年限定【平底锅或尾迹】，还有人气礼物、双倍上分次数免费拿！好礼享不停~ 登录就领6周年限定平底锅或尾迹，还有人气礼物、双倍上分次数免费拿,215,1069,302,text,0,和平精英,0,,,gpt
5164059536395637,PqStPqPNr,2025-05-08T08:00:00+00:00,#最活跃鸡仔非你莫属#【4月最活跃鸡仔 非你莫属】4月和平精英微博宠粉计划已经结束，让鸡仔looklook是哪10位小伙伴最终成为4月最活跃鸡仔呀！【活跃鸡仔榜规则】活动时间：4月1日至4月30日累计,122,293,288,image,0,#最活跃鸡仔非你莫属#,0,,,gpt
5163999167517094,PqQUsvxxs,2025-05-08T04:00:07+00:00,#和平精英6周年6在一起# 和平精英6周年，“星”朋友发来贺电！6年时光如信号圈缓缓收拢，感谢所有特种兵并肩作战，让每一次的“下一局”都承载着新的期待。“下一个圈”的故事，等你集合！ 和平精英的微博视,1267,959,25516,video,1,和平精英的微博视频,0,,,gpt
5163999142349931,PqQUq9Rk7,2025-05-08T04:00:01+00:00,#和平精英##和平精英福利##和平精英六周年#特种兵们，准备上号，和平精英6周年福利来袭！5月8日-5月21日活动期间，完成任务可获得扭蛋次数，开启扭蛋可获得扭蛋币兑换6周年专属奖励！最最最重要的是，,113,237,256,video,1,和平精英的微博视频,0,,,gpt
5163991590244329,PqQIf11yN,2025-05-08T03:30:00+00:00,#和平精英##和平精英主播招募# 各位特种兵，和平精英6周年主播招募计划启动！5月8日起，前往和平精英合作的五大平台（bilibili、斗鱼直播、抖音、虎牙直播、快手），参与相关招募活动，完成相关条件,111,253,247,image,0,#和平精英#,0,,,gpt
5163984038660554,PqQw3Al0m,2025-05-08T03:00:00+00:00,#和平精英六周年# 【鸡仔宠粉时刻】 六载时光弹匣已满，海岛星河依旧滚烫！关注@和平精英 ，评论区留下「你对和平精英的生日祝福」鸡仔将用@微博抽奖平台 揪1位幸运特种兵，送出【 (Nintendo)S,643,1901,1208,image,0,抽奖详情,0,,,gpt
5163976489173949,PqQjSCuyV,2025-05-08T02:30:00+00:00,"#和平小锦鲤##和平精英六周年#六周年终极狂欢！感恩特种兵们的一路相伴！【DAY8】我们一起走过的日子！评论""生日快乐""或其他祝福揪1条""大吉大鲤""送出【888Q币】！！！（因发布规则，取整实发890",188,1129,458,image,0,抽奖详情,0,,,gpt
5163727348302320,PqJQ2yPOo,2025-05-07T10:00:00+00:00,#和平精英##8倍镜重拳出击# 和平精英安全信息公告请特种兵查收,211,239,249,image,0,#和平精英#,0,,,gpt
5163682053230445,PqIEZdynX,2025-05-07T07:00:01+00:00,#和平精英六周年##和平精英# 亲爱的特种兵们，还记得你们是什么时候踏入和平世界的吗？两千多个日夜的携手相伴，鸡仔和大家在游戏里都收获了许多回忆～快来评论区分享一下你在和平世界里的精彩故事吧！ 和平精,210,265,504,video,1,和平精英的微博视频,0,,,gpt
5163640525947381,PqHA0oXbv,2025-05-07T04:15:00+00:00,#和平精英新皮肤##和平精英甜梦悠航# 新皮肤爆料 | 甜梦悠航飞行器将于5月8日甜蜜上线~可爱小熊加水晶华盖一整个美貌暴击今天鸡仔为大家带来的是全新甜梦悠航飞行器无垠宇宙，任你徜徉快快来接收专属你的,219,317,467,image,0,#和平精英新皮肤#,0,,,gpt
5163638260236351,PqHwm0Zu7,2025-05-07T04:05:59+00:00,#和平精英新皮肤##和平精英黑洞边缘#新皮肤爆料丨宇宙边界，裂隙深空！全新系列套装-【黑洞边缘】将于5月9日上线~重生计划即刻启动，一起冲破黑暗~打破枷锁，拥有自由~ 和平精英的微博视频,215,258,361,video,1,和平精英的微博视频,0,,,gpt
5163636977831066,PqHuhwRdw,2025-05-07T04:00:54+00:00,#和平精英新皮肤##和平精英黑洞边缘#新皮肤爆料丨宇宙边界，裂隙深空！全新系列套装-【黑洞边缘】将于5月9日上线~重生计划即刻启动，一起冲破黑暗~幽暗无垠的宇宙里一个机械化的组织破空而出他们拥有绝对的,216,271,368,image,0,#和平精英新皮肤#,0,,,gpt
5163614102881042,PqGToc5uq,2025-05-07T02:30:00+00:00,"#和平小锦鲤##和平精英六周年#六周年战友集结！那些年救过你的队友在哪？【DAY7】我们是最佳拍档！评论""并肩作战""或艾特出你的游戏搭子揪1条""和平小锦鲤""送出【188Q币】！（因发布规则，取整实发1",249,760,453,image,0,抽奖详情,0,,,gpt
5163606556541569,PqGHdrrLb,2025-05-07T02:00:01+00:00,和平精英#和平精英六周年##吉莉0507生日快乐#  和平精英六周年集合曲《破刃》MV 超燃上线！ 吉莉倾情献唱，高燃歌声撕裂战场阴霾，共同见证破刃锋芒。是和平六周年，也是吉莉的生日，她想借这首歌告诉,216,264,386,video,1,和平精英的微博视频,0,,,gpt
5163251713442898,PqxsTerEC,2025-05-06T02:30:00+00:00,"#和平小锦鲤##和平精英六周年#六周年地图巡礼！走过的路都是青春坐标！【DAY6】用1个地标唤起你的战术记忆~评论""海岛记忆""或地标名称揪1条""和平小锦鲤""送出【188Q币】！（因发布规则，取整实发1",258,1190,631,image,0,抽奖详情,0,,,gpt
5162957273826180,PqpNZg3mA,2025-05-05T07:00:00+00:00,#积木爱玩小鲁班##和平精英小鲁班联名积木枪#  一起进圈，拼出热血！和平精英携手20年国货积木品牌@小鲁班Sluban ，重磅推出1:1 比例还原积木枪，以匠心工艺重塑经典枪械，让玩家在指尖拼搭中体,230,349,462,image,0,抽奖详情,1,小鲁班,Brand,gpt
5162889325583712,Pqo2onqzS,2025-05-05T02:30:00+00:00,"#和平小锦鲤##和平精英六周年#六周年极速狂飙！载具传奇由你续写！【DAY5】分享你认为最刺激的飞车名场面吧~评论""飞车传说""或故事关键词揪1条""和平小锦鲤""送出【188Q币】！（因发布规则，取整实发",248,676,459,image,0,抽奖详情,0,,,gpt
5162640188639430,PqhyyAfvE,2025-05-04T10:00:01+00:00,#和平精英新皮肤##和平精英圣穹绘梦#新皮肤爆料丨全新套装-【圣穹绘梦】将于5月6日上线！以枪膛为画布，以弹道作金丝，重写战场美学法典~⚡鎏金蚀刻夜幕拜占庭辉光刺破战场桎梏  冠冕倾泻星河刺绣裹挟尘封,219,336,481,video,1,和平精英的微博视频,0,,,gpt
5162526937973551,PqeBTxshF,2025-05-04T02:30:00+00:00,"#和平小锦鲤##和平精英六周年#六周年枪火不熄！经典名场面回忆杀来袭~【DAY4】评论区说出你最爱的战场武器！评论""无敌战神""或武器名称揪1条""和平小锦鲤""送出【188Q币】！（因发布规则，取整实发1",264,1441,547,image,0,抽奖详情,0,,,gpt
5162519388750509,PqepIAIpf,2025-05-04T02:00:00+00:00,今日#鸡仔日历# 祝福送达！今天是属于每一个热血青年的节日——无论前方是决赛圈的激战，还是青春的未知挑战记住：你永远有队友，永远有热血！🔥（太燃了，鸡仔快变烧鸡了bushi）保持热爱，勇往直前，快来评,219,273,367,image,0,抽奖详情,0,,,gpt
5162187200661438,Pq5LW2M4m,2025-05-03T04:00:00+00:00,#和平精英新皮肤##和平精英小鸟芋圆#新皮肤爆料丨全新套装-【小鸟芋圆】将于5月4日软萌上线！陪你一起勇闯海岛~奶白头套像被云朵亲吻过的棉花糖球表面覆着层毛茸茸的砂糖颗粒阳光穿透粉色蝴蝶结像在撒播童话,256,321,426,image,0,#和平精英新皮肤#,0,,,gpt
5162172099331705,Pq5nzD9Bn,2025-05-03T03:00:00+00:00,#和平精英##和平精英六周年#特种兵们集合！和平精英六周年，六大平台开启生日直播周，4月29日-5月8日前往各大直播平台即可观看精彩直播活动， 六周年，六到爆，超多人气主播集合，让我们不见不散~   ,214,256,261,image,0,#和平精英#,0,,,gpt
5162164550370938,Pq5bp1yuS,2025-05-03T02:30:00+00:00,#和平小锦鲤##和平精英六周年#六周年高光时刻！鸡仔为情怀加码！【DAY3】你是否也有最难忘的夺冠瞬间？评论“缩圈心跳”或其他瞬间~揪1条“和平小锦鲤”送出【188Q币】！（因发布规则，取整实发190,269,893,612,image,0,抽奖详情,0,,,gpt
5161974045086966,Pq0e8lllQ,2025-05-02T13:53:00+00:00,和平精英 #和平精英六周年# #和平精英# 六载光影流转，特种兵们还记得最初跳伞时的刺激与心跳吗？点击解锁六年青春混剪评论区晒出你的「版本名场面」，揪5位特种兵每人送出【100Q币】老友礼！信号圈永不,246,503,640,video,1,和平精英的微博视频,0,,,gpt
