partner_name,category,region,video_count,total_views,total_video_likes,total_comments,total_comment_likes,comment_likes_partial,avg_views,like_rate_pct,comment_rate_pct,top_videos,date_range_start,date_range_end
TEKKEN 8,IP,Global,3,2502386,2758,292,0,True,834128.67,0.1102,0.0117,h9hOPPBdAq4|PUBG MOBILE x TEKKEN 8 | Strike Your Power!; nX37mgFMg6U|PUBG MOBILE x TEKKEN 8 | New Collaboration Availab; nCRwf9KjjLk|PUBG MOBILE x TEKKEN 8 Collaboration Greeting,2000-01-01,2026-02-05
Zanmang Loopy,IP,Global,4,2463967,4532,115,0,True,615991.75,0.1839,0.0047,"Rn4ibWnGQ0Y|PUBG MOBILE | Zanmang Loopy Collaboration Availabl; hFcCN5FJ8L0|PUBG MOBILE | Zanmang Loopy; lgva8WHC_7o|PUBG MOBILE x Zanmang Loopy | Exclusive Sets, Item",2000-01-01,2026-02-05
BRUCELEE,IP,Global,1,2409496,462,43,0,True,2409496.0,0.0192,0.0018,"EfenF4ekvtI|PUBG MOBILE | ""Take Them All"" Official Teaser 👊🏼 #",2000-01-01,2026-02-05
WOW Map PV,IP,Global,1,2379251,284,50,12,True,2379251.0,0.0119,0.0021,JSfpFgVpVog|PUBG MOBILE | Peaky Blinders × WOW Map PV,2000-01-01,2026-02-05
Roberta Mancino,Artist,Global,2,2363423,428,28,0,True,1181711.5,0.0181,0.0012,GT88dSzbia0|PUBG MOBILE | Noctum Sunder Ultimate Set Skydiving; IyzXO7H4DtQ|PUBG MOBILE | Roberta Mancino Noctum Sunder Skydiv,2000-01-01,2026-02-05
Greek Nation Tourism Organization,Other,Global,1,2271027,893,46,0,True,2271027.0,0.0393,0.002,NOYyywiMrvs|PUBG MOBILE | Romantic Battle on the Valentine's D,2000-01-01,2026-02-05
emoji™,Brand,Global,1,2170058,5047,317,0,True,2170058.0,0.2326,0.0146,zcTje-rCu1I|PUBGM x emoji™ - Reveal The Real You!,2000-01-01,2026-02-05
citing New Features,IP,Global,1,2161318,196,12,10,False,2161318.0,0.0091,0.0006,tVkBgzVG_QU|PUBG MOBILE | World of Wonder Version 3.9 Brings E,2000-01-01,2026-02-05
citing New Features,IP,Global,1,2161310,196,12,0,True,2161310.0,0.0091,0.0006,tVkBgzVG_QU|PUBG MOBILE | World of Wonder Version 3.9 Brings E,2025-01-26,2026-01-26
MESSI,Artist,Global,1,2114532,204,22,0,True,2114532.0,0.0096,0.001,A9vRm7mGxYM|PUBG MOBILE | [Goal Challenge Showcase Video,2000-01-01,2026-02-05
PMGC Esports Players,IP,Global,1,2066130,5828,14,23,True,2066130.0,0.2821,0.0007,61OgHqmIIb8|PUBG MOBILE | Chicko with PMGC Esports Players,2000-01-01,2026-02-05
PMGC Esports Players,IP,Global,1,2066062,5837,14,0,True,2066062.0,0.2825,0.0007,61OgHqmIIb8|PUBG MOBILE | Chicko with PMGC Esports Players,2025-01-26,2026-01-26
GUINNESS WORLD RECORD,IP,Global,1,2049021,1138,33,26,True,2049021.0,0.0555,0.0016,GTPKrb19PBQ|PUBG MOBILE | Chicko with GUINNESS WORLD RECORD,2000-01-01,2026-02-05
Evangelion,Anime,Global,2,1963342,2376,360,0,True,981671.0,0.121,0.0183,"TV1qbEP1mZ0|PUBG MOBILE | EVANGELION ""Core Circle Mode"" Gamepl; nm8aMfWFGQM|PUBG MOBILE | Evangelion Collaboration Item Showca",2000-01-01,2026-02-05
perience,IP,Global,3,1921930,2721,59,33,True,640643.33,0.1416,0.0031,J1jSz8P5EnA|PUBG MOBILE | PMGC arena drop experience; bRNE5xQAlb0|PUBG MOBILE | Brand New Social Lobby Experience; 55pCJA-omRY|PUBG MOBILE | World of Wonder Guide 7: Important M,2000-01-01,2026-02-05
BamBam,Artist,KR,1,1913352,9387,39,52,True,1913352.0,0.4906,0.002,2kpsKoBB82U|PUBG MOBILE | BAM BAM content,2000-01-01,2026-02-05
perience,IP,Global,2,1911632,2516,42,0,True,955816.0,0.1316,0.0022,J1jSz8P5EnA|PUBG MOBILE | PMGC arena drop experience; bRNE5xQAlb0|PUBG MOBILE | Brand New Social Lobby Experience,2025-01-26,2026-01-26
Super Smooth Graphics,IP,Global,3,1787442,5921,136,327,True,595814.0,0.3313,0.0076,"HIArBGtIkbI|PUBG MOBILE | Play Longer, Stay Cooler with Super ; xfeuB9sgaNM|PUBG MOBILE | Join the Battle Quicker with Super S; Jb3Zlqw-Nng|PUBG MOBILE | Reduce Lag and Increase Frame Rate w",2000-01-01,2026-02-05
Super Smooth Graphics,IP,Global,3,1787402,5924,136,0,True,595800.67,0.3314,0.0076,"HIArBGtIkbI|PUBG MOBILE | Play Longer, Stay Cooler with Super ; xfeuB9sgaNM|PUBG MOBILE | Join the Battle Quicker with Super S; Jb3Zlqw-Nng|PUBG MOBILE | Reduce Lag and Increase Frame Rate w",2025-01-26,2026-01-26
Maid Café,Other,Global,1,1780247,280,9,12,True,1780247.0,0.0157,0.0005,wK3Dpyc5kkY|PUBG MOBILE | Chicko with Maid Café girls,2000-01-01,2026-02-05
Alpha7,Other,Global,1,1763108,7653,47,40,True,1763108.0,0.4341,0.0027,ymfScV8D-Rw|PUBG MOBILE | Chicko Champion team A7,2000-01-01,2026-02-05
mas,IP,Global,1,1708382,377,14,1,True,1708382.0,0.0221,0.0008,5SF9ITsYt04|PUBG MOBILE | Merry Xmas,2000-01-01,2026-02-05
mas,IP,Global,1,1708260,377,14,0,True,1708260.0,0.0221,0.0008,5SF9ITsYt04|PUBG MOBILE | Merry Xmas,2025-01-26,2026-01-26
Butter Bear 2,IP,Global,1,1707431,2327,15,13,False,1707431.0,0.1363,0.0009,m2bOOm8ttsE|PUBG MOBILE | Chicko with Butter Bear 2,2000-01-01,2026-02-05
Butter Bear 2,IP,Global,1,1707301,2329,16,0,True,1707301.0,0.1364,0.0009,m2bOOm8ttsE|PUBG MOBILE | Chicko with Butter Bear 2,2025-01-26,2026-01-26
KAROLG,IP,Global,1,1654878,1237,95,0,True,1654878.0,0.0747,0.0057,Mi3lpuxi1SE|PUBGMOBILExKAROLG Collaboration Teaser 🌊 🐚 🌴,2000-01-01,2026-02-05
Bus 2,IP,Global,1,1653072,2945,24,17,False,1653072.0,0.1782,0.0015,wvyMqR3ePXw|PUBG MOBILE | Chicko with Bus 2,2000-01-01,2026-02-05
Bus 2,IP,Global,1,1653003,2954,24,0,True,1653003.0,0.1787,0.0015,wvyMqR3ePXw|PUBG MOBILE | Chicko with Bus 2,2025-01-26,2026-01-26
plained,IP,Global,1,1632397,122,13,24,True,1632397.0,0.0075,0.0008,mKLth4L6rSk|PUBG MOBILE | 410 Security Tips Explained,2000-01-01,2026-02-05
plained,IP,Global,1,1632379,121,13,0,True,1632379.0,0.0074,0.0008,mKLth4L6rSk|PUBG MOBILE | 410 Security Tips Explained,2025-01-26,2026-01-26
Messi,Artist,Global,1,1566292,312,21,0,True,1566292.0,0.0199,0.0013,RUSm-FdsLTU|PUBG MOBILE | Football Carnival Special Training,2000-01-01,2026-02-05
Lost Frequencies,Artist,Global,2,1550474,42073,1500,0,True,775237.0,2.7136,0.0967,VMIjkYlUaDs|PUBG MOBILE x Lost Frequencies: Rise; DudwWQkt_SU|PUBG MOBILE | 3rd Anniversary Recap,2000-01-01,2026-02-05
Tower Defense Challenges,IP,Global,1,1537199,171,22,0,True,1537199.0,0.0111,0.0014,"oVBcbU025Vw|PUBG MOBILE | Venture Below! A New Realm Awaits, A",2000-01-01,2026-02-05
Butterbear,IP,Global,1,1496305,4151,16,13,False,1496305.0,0.2774,0.0011,MKmysWnrbA0|PUBG MOBILE | Story Chicko with Butterbear,2000-01-01,2026-02-05
Butterbear,IP,Global,1,1496253,4156,17,0,True,1496253.0,0.2778,0.0011,MKmysWnrbA0|PUBG MOBILE | Story Chicko with Butterbear,2025-01-26,2026-01-26
TREME CHALLENGE,IP,NA,4,1471479,16930,351,0,True,367869.75,1.1505,0.0239,Fbvob_bExp0|【EN】GLOBAL EXTREME CHALLENGE - Celebrity Final Sho; a3XdlfVS46Y|【EN】GLOBAL EXTREME CHALLENGE - Celebrity Final Sho; 1qRI79aYTYE|【EN】GLOBAL EXTREME CHALLENGE - Celebrity Final Sho,2000-01-01,2026-02-05
R3HAB,Artist,Global,1,1426297,24845,1098,0,True,1426297.0,1.7419,0.077,"eQlzVPvp3pc|PUBG MOBILE | R3HAB x PUBG MOBILE: ""Stars Align"" M",2000-01-01,2026-02-05
Izzo,IP,Global,1,1425026,17835,730,0,True,1425026.0,1.2516,0.0512,iw2M2OAz2Ek|Funny Moments With Izzo | PUBG Mobile | Funny Deat,2000-01-01,2026-02-05
ARCANE,IP,Global,2,1367972,3960,163,0,True,683986.0,0.2895,0.0119,tdTiHbaVBVM|PUBG MOBILE x ARCANE Teaser #2; ZF7rHTeJSdQ|PUBG MOBILE x ARCANE Teaser #3,2000-01-01,2026-02-05
Venom The Last Dance,IP,Global,1,1355838,10825,346,0,True,1355838.0,0.7984,0.0255,GX_lCXJQdMI|PUBG MOBILE x Venom The Last Dance,2000-01-01,2026-02-05
Scuderia Ferrari HP,Brand,Global,1,1330056,160,35,34,True,1330056.0,0.012,0.0026,yCRJ3CBv7Bo|Special Message from Scuderia Ferrari HP Official ,2000-01-01,2026-02-05
Friends on Crazy Chicken Day,IP,NA,1,1320486,382,15,12,False,1320486.0,0.0289,0.0011,TPRfba39Xh0|PUBG MOBILE | Team up with Friends on Crazy Chicke,2000-01-01,2026-02-05
Friends on Crazy Chicken Day,IP,NA,1,1320474,382,15,0,True,1320474.0,0.0289,0.0011,TPRfba39Xh0|PUBG MOBILE | Team up with Friends on Crazy Chicke,2025-01-26,2026-01-26
plore,IP,Global,1,1251800,108,13,4,True,1251800.0,0.0086,0.001,2BNE5rkKvss|PUBG MOBILE | 410 Animal Bangkok Explore,2000-01-01,2026-02-05
plore,IP,Global,1,1251786,107,13,0,True,1251786.0,0.0085,0.001,2BNE5rkKvss|PUBG MOBILE | 410 Animal Bangkok Explore,2025-01-26,2026-01-26
PUBG MOBILE and LINE FRIENDS,IP,Global,1,1247547,612,17,0,True,1247547.0,0.0491,0.0014,1IKVgNTuH04|Buddy up with PUBG MOBILE and LINE FRIENDS,2000-01-01,2026-02-05
Fried Chicken 2,IP,Global,1,1226143,8455,29,27,False,1226143.0,0.6896,0.0024,cavVvMw3qYA|PUBG MOBILE | Chicko with Fried Chicken 2,2000-01-01,2026-02-05
Fried Chicken 2,IP,Global,1,1226002,8467,32,0,True,1226002.0,0.6906,0.0026,cavVvMw3qYA|PUBG MOBILE | Chicko with Fried Chicken 2,2025-01-26,2026-01-26
Booth's gift,IP,Global,1,1164096,8187,53,27,True,1164096.0,0.7033,0.0046,ckADXOf3G5g|PUBG MOBILE | Chicko with Booth's gift,2000-01-01,2026-02-05
Booth's gift,IP,Global,1,1164029,8196,54,0,True,1164029.0,0.7041,0.0046,ckADXOf3G5g|PUBG MOBILE | Chicko with Booth's gift,2025-01-26,2026-01-26
PUBG MOBILE India Series,Movie,Global,15,1153583,36437,916,0,True,76905.53,3.1586,0.0794,kwWmSuaIyJE|OPPO x PUBG MOBILE India Series - Grand Finals | H; dhubJODdbb0|OPPO x PUBG MOBILE India Series | Online Playoffs ; x_a0qHf67MA|OPPO x PUBG MOBILE India Series - Grand Finals | E,2000-01-01,2026-02-05
-Suit Battlegrounds Gameplay,IP,Global,1,1137960,331,35,0,True,1137960.0,0.0291,0.0031,3s8154MrG0Y|PUBG MOBILE | Stygian Liege X-Suit Battlegrounds G,2000-01-01,2026-02-05
Bus 1,IP,Global,1,1132103,554,6,4,False,1132103.0,0.0489,0.0005,c30Zt-tSnUY|PUBG MOBILE | Chicko with Bus 1,2000-01-01,2026-02-05
Bus 1,IP,Global,1,1132046,556,6,0,True,1132046.0,0.0491,0.0005,c30Zt-tSnUY|PUBG MOBILE | Chicko with Bus 1,2025-01-26,2026-01-26
ButterBear,IP,Global,1,1131468,794,5,8,False,1131468.0,0.0702,0.0004,bUCH22aj328|PUBG MOBILE | Chicko dance with ButterBear,2000-01-01,2026-02-05
ButterBear,IP,Global,1,1131422,796,5,0,True,1131422.0,0.0704,0.0004,bUCH22aj328|PUBG MOBILE | Chicko dance with ButterBear,2025-01-26,2026-01-26
SPYxFAMILY,Anime,Global,3,1128867,10687,80,0,True,376289.0,0.9467,0.0071,M8hu4vEH1xE|PUBG MOBILE | Get SPYxFAMILY Themed Sets And Items; OX9RgQaYDFI|PUBG MOBILE | Unlock the exclusive Twilight set! [; xKzPLB-Eli8|PUBG MOBILE | Get the exclusive Thorn Princess set,2000-01-01,2026-02-05
these New Mythic Outfits,IP,Global,1,1108863,160,31,52,True,1108863.0,0.0144,0.0028,Jx8BrQ0uaVc|PUBG MOBILE | Enter The Grid with these New Mythic,2000-01-01,2026-02-05
these New Mythic Outfits,IP,Global,1,1108861,160,31,0,True,1108861.0,0.0144,0.0028,Jx8BrQ0uaVc|PUBG MOBILE | Enter The Grid with these New Mythic,2025-01-26,2026-01-26
PUBG MOBILE India Tour,IP,Global,41,1013821,38305,439,0,True,24727.34,3.7783,0.0433,G9GjoGHcnmE|OPPO X PUBG MOBILE India Tour | Group A - Online P; wYvOxjmIMhg|OPPO X PUBG MOBILE India Tour | Group A - Online P; -LufM89I5x8|OPPO X PUBG MOBILE India Tour - Group D | Round 1 ,2000-01-01,2026-02-05
Fried Chicken,IP,Global,1,1005824,7939,15,16,False,1005824.0,0.7893,0.0015,h4EVZx79oos|PUBG MOBILE | Chicko with Fried Chicken,2000-01-01,2026-02-05
Fried Chicken,IP,Global,1,1005727,7951,16,0,True,1005727.0,0.7906,0.0016,h4EVZx79oos|PUBG MOBILE | Chicko with Fried Chicken,2025-01-26,2026-01-26
Automobili Lamborghini,Brand,Global,1,953917,563,11,0,True,953917.0,0.059,0.0012,MCabswzVYhY|PUBG MOBILE | Automobili Lamborghini,2000-01-01,2026-02-05
Ghostie on Crazy Chicken Day,IP,NA,1,935695,115,17,19,False,935695.0,0.0123,0.0018,f9JS8xkrRp8|PUBG MOBILE | Team Up with Ghostie on Crazy Chicke,2000-01-01,2026-02-05
Ghostie on Crazy Chicken Day,IP,NA,1,935691,115,17,0,True,935691.0,0.0123,0.0018,f9JS8xkrRp8|PUBG MOBILE | Team Up with Ghostie on Crazy Chicke,2025-01-26,2026-01-26
The Boys,Movie,Global,6,881510,13036,537,0,True,146918.33,1.4788,0.0609,BWvzeSqwEW4|PUBG MOBILE: Thanksgiving Throwdown presented by S; slKEP57-q9I|PUBG MOBILE BRINGS THE BOYS TO THE BATTLEGROUNDS; DBwxkQJNitw|PUBG MOBILE | The Boys Have Arrived,2000-01-01,2026-02-05
Alan Walker,Artist,Global,7,880790,12314,398,0,True,125827.14,1.3981,0.0452,QgNClOv84ew|PUBG MOBILE x Alan Walker | Join the WalkerWorld C; 6FTdjm7-C_A|PUBG MOBILE x Alan Walker | “On My Way” Returns to; Jpw9KE6ACnk|PUBG MOBILE | Experience World of Wonder x ALAN WA,2025-01-26,2026-01-26
FAMILY Prize Path,IP,Global,1,833862,2726,58,0,True,833862.0,0.3269,0.007,NVuYqMNxfU4|PUBG MOBILE | SPYxFAMILY Prize Path Event LIVE Now,2000-01-01,2026-02-05
Volkswagen Beetle Set,IP,Global,1,816181,371,26,0,True,816181.0,0.0455,0.0032,Yx-hyjI7ii8|PUBG MOBILE x Volkswagen Beetle Set,2000-01-01,2026-02-05
hibit Elegance With The Lumara Grace Set,IP,Global,1,798056,54,16,0,True,798056.0,0.0068,0.002,GsoXivIEYdk|PUBG MOBILE | Exhibit Elegance With The Lumara Gra,2000-01-01,2026-02-05
hibit Elegance With The Lumara Grace Set,IP,Global,1,798051,54,16,0,True,798051.0,0.0068,0.002,GsoXivIEYdk|PUBG MOBILE | Exhibit Elegance With The Lumara Gra,2025-01-26,2026-01-26
American Tourister,IP,Global,2,778758,3997,33,0,True,389379.0,0.5133,0.0042,oYUXa2qIFxw|PUBG MOBILE x American Tourister | Exclusive PMGC ; XWmrijLMjkM|PUBG MOBILE x American Tourister Collaboration Inc,2000-01-01,2026-02-05
XPPen,Brand,Global,2,775245,284,487,83,True,387622.5,0.0366,0.0628,RMqmcZV33RE|PUBG MOBILE | PDP Ultimate Set Design Contest; Pel511YZDcQ|PUBG MOBILE | Introducing the PDP 4th Ultimate Set,2000-01-01,2026-02-05
TENDED,IP,Global,1,713898,702,14,28,True,713898.0,0.0983,0.002,PZCNcZfqMvA|PUBG MOBILE | Air Drop Carnival Has Been EXTENDED,2000-01-01,2026-02-05
TENDED,IP,Global,1,713894,702,14,0,True,713894.0,0.0983,0.002,PZCNcZfqMvA|PUBG MOBILE | Air Drop Carnival Has Been EXTENDED,2025-01-26,2026-01-26
unparalleled style,IP,Global,1,700004,4627,34,0,True,700004.0,0.661,0.0049,nbECD-rDqiU|PUBG MOBILE |  Step into the battleground with unp,2000-01-01,2026-02-05
odus X PUBG MOBILE,IP,Global,1,673634,19702,724,0,True,673634.0,2.9247,0.1075,9UFbqUDFi20|PUBG MOBILE - Metro Exodus X PUBG MOBILE,2000-01-01,2026-02-05
Kinjaz,Artist,Global,1,670643,741,47,0,True,670643.0,0.1105,0.007,"ijn4ddljilI|PUBG MOBILE | 6th Anniversary Theme Song ""clouds"" ",2000-01-01,2026-02-05
Denny Wewey,Other,Global,1,639681,502,49,0,True,639681.0,0.0785,0.0077,RoMnDOWtoxY|PUBG MOBILE | Welcome these Martial Arts Masters a,2000-01-01,2026-02-05
Tesla's CYBERTRUCK,IP,Global,1,632566,2145,216,0,True,632566.0,0.3391,0.0341,DbbTSVwNXxw|PUBG MOBILE | Leave your Competition in the Dust w,2000-01-01,2026-02-05
-Suit with a Sleek Bentley,IP,Global,1,625305,3489,27,0,True,625305.0,0.558,0.0043,7rULpgfOmhw|PUBG MOBILE | Pair the Ignis X-Suit with a Sleek B,2000-01-01,2026-02-05
Resident Evil,Game,Global,3,570852,20574,2093,0,True,190284.0,3.6041,0.3666,2CzVfalfFAo|PUBG MOBILE X Resident Evil 2 Crossover Trailer; CXCowB1rhiE|PUBG MOBILE x Resident Evil Teaser; 4ky2TfhfGPs|PUBG MOBILE X Resident Evil 2 Cooperation Introduc,2000-01-01,2026-02-05
Improved Battery Performance,IP,NA,1,558737,6485,7,9,True,558737.0,1.1607,0.0013,De-4EPz6UVE|PUBG MOBILE | Stay in the Fight Longer with Improv,2000-01-01,2026-02-05
Improved Battery Performance,IP,NA,1,558723,6497,7,0,True,558723.0,1.1628,0.0013,De-4EPz6UVE|PUBG MOBILE | Stay in the Fight Longer with Improv,2025-01-26,2026-01-26
Super Smooth,IP,Global,1,539567,4145,17,27,False,539567.0,0.7682,0.0032,C1fXheiV9QI|PUBG MOBILE | Enjoy More Frame Rate Options with S,2000-01-01,2026-02-05
Super Smooth,IP,Global,1,539559,4152,17,0,True,539559.0,0.7695,0.0032,C1fXheiV9QI|PUBG MOBILE | Enjoy More Frame Rate Options with S,2025-01-26,2026-01-26
OnePlus,Brand,Global,9,517796,21232,386,0,True,57532.89,4.1005,0.0745,4SgXuqdU6OI|[EN] PMGC 2021 Grand Finals | Day 1 | PUBG MOBILE ; 5O3srqssQJs|[EN] PMGC 2021 Grand Finals | Day 3 | PUBG MOBILE ; UQYmaqqsDew|[EN] Super League Community Nights feat. PUBG MOBI,2000-01-01,2026-02-05
Giannis Antetokounmpo,Artist,Global,1,515061,1990,147,0,True,515061.0,0.3864,0.0285,2WKhbd9_gGo|PUBG MOBILE Team Up Superstar Showdown | Official ,2000-01-01,2026-02-05
Team Share,IP,Global,1,505799,676,12,0,True,505799.0,0.1336,0.0024,4dfz63Yx5Yk|PUBG MOBILE | Super Air Drop Upgrade with Team Sha,2000-01-01,2026-02-05
plore the All,IP,Global,1,504675,158,13,0,True,504675.0,0.0313,0.0026,sEhcrhsYIas|PUBG MOBILE | 🎁 Explore the All-New Player-Designe,2000-01-01,2026-02-05
Qualcomm,Brand,Global,3,475471,13465,237,0,True,158490.33,2.8319,0.0498,LTz0LrFXDwk|[EN] PMGC Finals Day 4 | Qualcomm | PUBG MOBILE Gl; pP2H63AwFmg|[EN] PMGC Finals Day 3 | Qualcomm | PUBG MOBILE Gl; Q_3WPZPrXFM|[EN] PMGC Finals Day 2 | Qualcomm | PUBG MOBILE Gl,2000-01-01,2026-02-05
Wicked Gaming,IP,Global,15,431855,15402,855,0,True,28790.33,3.5665,0.198,rDHVN1u3JC8|First Look: First Person Mode and 060 LIVE with Wi; F8ypQVWfJMg|SQUADS and CUSTOM Games With Subs ft. Wicked Gamin; gLZ7EBuwW4c|WOLFPACK SQUADS and Custom Games with Subs ft. Wic,2000-01-01,2026-02-05
your favorite partner,IP,Global,1,422499,104,7,0,True,422499.0,0.0246,0.0017,VCOSi3Pk98g|PUBG MOBILE | Chart your course in Erangel with yo,2000-01-01,2026-02-05
the new RP A6 vehicles,IP,Global,1,422439,392,12,0,True,422439.0,0.0928,0.0028,XGt2M-KdRmI|PUBG MOBILE | 🚗 Rev up your gameplay with the new ,2000-01-01,2026-02-05
Powerbang,IP,Global,2,419489,5810,552,0,True,209744.5,1.385,0.1316,shi9cV6VTj8|Join Forces in PUBG Mobile with Powerbang; Kymi_JjZL28|MIRAMAR 2.0 UPDATE Celebration - with Powerbang,2000-01-01,2026-02-05
BAPE,IP,Global,7,403822,11192,1979,0,True,57688.86,2.7715,0.4901,Ho9ca01ZoSM|PUBG MOBILE x BAPE: Reveal #2; dHgOcuvPUXA|PUBG MOBILE x BAPE: Reveal #1; T-Yh4JKscVs|PUBG MOBILE x BAPE: New Outfit Now Live!,2000-01-01,2026-02-05
PUBG MOBILE 2022 IN,Artist,Global,1,379736,27134,670,0,True,379736.0,7.1455,0.1764,9WEf-KDts8w|BLACKPINK X PUBG MOBILE 2022 IN-GAME CONCERT : [TH,2000-01-01,2026-02-05
Rockstar Energy,IP,Global,5,369327,1506,126,90,True,73865.4,0.4078,0.0341,GG1cxMf_2uQ|PUBG MOBILE x Rockstar Energy - Influencer Highlig; JOBSWTCXrKs|PUBG MOBILE × Rockstar Energy | The Spark Awakens ; TMMNWqJ-WxU|PUBG MOBILE | MUSCLE CHICKEN COMIC,2000-01-01,2026-02-05
Jeb Corliss,IP,Global,1,366036,12623,24,0,True,366036.0,3.4486,0.0066,KoqrcDQewlA|PUBG MOBILE | 6th Anniversary Skydiving with Jeb C,2000-01-01,2026-02-05
-Suit Has Landed,IP,Global,1,357424,408,56,60,True,357424.0,0.1142,0.0157,4wqvNkCfd04|PUBG MOBILE | The Dravion X-Suit Has Landed,2000-01-01,2026-02-05
-Suit Has Landed,IP,Global,1,357309,406,56,0,True,357309.0,0.1136,0.0157,4wqvNkCfd04|PUBG MOBILE | The Dravion X-Suit Has Landed,2025-01-26,2026-01-26
-Suit and Upgradable UMP45 Available Now,IP,Global,1,352774,469,41,22,True,352774.0,0.1329,0.0116,Ip6e73zl62k|PUBG MOBILE | Anukhra X-Suit and Upgradable UMP45 ,2000-01-01,2026-02-05
-Suit and Upgradable UMP45 Available Now,IP,Global,1,352718,467,41,0,True,352718.0,0.1324,0.0116,Ip6e73zl62k|PUBG MOBILE | Anukhra X-Suit and Upgradable UMP45 ,2025-01-26,2026-01-26
TheActionLab,Artist,Global,1,338928,288,27,0,True,338928.0,0.085,0.008,l00uj4pXC8I|PUBG MOBILE | @TheActionLab Bloodstained Nemesis M,2000-01-01,2026-02-05
Gilt Set Serpengleam Set,IP,Global,1,327163,169,12,0,True,327163.0,0.0517,0.0037,czsx37qzeIY|PUBG MOBILE | Slither In Style With Gilt Set Serpe,2000-01-01,2026-02-05
Rockstar Energy,IP,Global,2,326329,301,42,0,True,163164.5,0.0922,0.0129,GG1cxMf_2uQ|PUBG MOBILE x Rockstar Energy - Influencer Highlig; JOBSWTCXrKs|PUBG MOBILE × Rockstar Energy | The Spark Awakens ,2025-01-26,2026-01-26
the Sacred Powers Music Video,Artist,Global,1,316297,1043,68,47,True,316297.0,0.3298,0.0215,2A1ivDUKQWE|PUBG MOBILE | Rise with the Sacred Powers Music Vi,2000-01-01,2026-02-05
the Sacred Powers Music Video,Artist,Global,1,316285,1042,68,0,True,316285.0,0.3294,0.0215,2A1ivDUKQWE|PUBG MOBILE | Rise with the Sacred Powers Music Vi,2025-01-26,2026-01-26
Icicle Spike,IP,Global,1,310096,5258,30,0,True,310096.0,1.6956,0.0097,"f8naABCsrWI|PUBG MOBILE | Fiore X-Suit, with Icicle Spike - AC",2000-01-01,2026-02-05
Guinness World Records,Other,Global,1,295193,157,52,0,True,295193.0,0.0532,0.0176,GGxHXTVMoi8|PUBG MOBILE |  Friend Fest GWR Challenge Celebrati,2000-01-01,2026-02-05
Cleric Dragoon,IP,Global,3,279872,8388,886,0,True,93290.67,2.9971,0.3166,eZNKR7wSSjo|HOUSE PUSHING TACTICS | PUBG Mobile | feat. Cleric; Y9VcXM5uRrg|TYPES OF REVIVES IN PUBG MOBILE | feat. Cleric Dra; XwzRiVr2lkg|HARD CARRY IN PUBG MOBILE | feat. Cleric Dragoon,2000-01-01,2026-02-05
Dr. Mark Loewen,Other,Global,1,276823,356,36,0,True,276823.0,0.1286,0.013,"YJfQ_Nw90WY|PUBG MOBILE | Dino Facts with Paleontologist, Dr. ",2000-01-01,2026-02-05
emplar Series Set Available Now,Movie,Global,1,263402,211,29,47,True,263402.0,0.0801,0.011,kf-0JjNd-rA|PUBG MOBILE | New Empyrean Exemplar Series Set Ava,2000-01-01,2026-02-05
emplar Series Set Available Now,Movie,Global,1,263396,211,29,0,True,263396.0,0.0801,0.011,kf-0JjNd-rA|PUBG MOBILE | New Empyrean Exemplar Series Set Ava,2025-01-26,2026-01-26
the Skadiwynn Sentinel Set,IP,Global,1,262486,948,14,0,True,262486.0,0.3612,0.0053,45-W4OzaS-o|PUBG MOBILE | Rise as a Legend with the Skadiwynn ,2000-01-01,2026-02-05
Sychron Stage Vienna Golden Moon OST Behind The Scenes,Artist,Global,1,259767,456,58,0,True,259767.0,0.1755,0.0223,f6adHefcWuw|PUBG MOBILE x Sychron Stage Vienna Golden Moon OST,2000-01-01,2026-02-05
Hafþór Júlíus Björnsson,Other,Global,1,254912,1665,4,0,True,254912.0,0.6532,0.0016,fVf_8PrCDzk|PUBG MOBILE | Hafþór Júlíus Björnsson is Ready for,2000-01-01,2026-02-05
PUBGMOBILE,Artist,Global,3,253569,28007,268,0,True,84523.0,11.0451,0.1057,CLnjVEhS2v4|BLACKPINK x PUBGMOBILE | LISA #Shorts; AQq08fT6hU4|BLACKPINK x PUBGMOBILE | JENNIE #Shorts; qIQtGPfhA88|BLACKPINK x PUBGMOBILE | JISOO #Shorts,2000-01-01,2026-02-05
new Royale Pass,IP,Global,1,247359,11622,1220,0,True,247359.0,4.6984,0.4932,a3mNldsK2Ug|Welcome to Season 4 with new Royale Pass!,2000-01-01,2026-02-05
plained 1,IP,Global,1,246965,85,13,7,True,246965.0,0.0344,0.0053,Zn0xktOLRcw|PUBG MOBILE | 420 Security Tips Explained 1,2000-01-01,2026-02-05
Mission,IP,Global,1,233623,7083,475,0,True,233623.0,3.0318,0.2033,mS942Fwigas|PUBG MOBILE x Mission: Impossible - Fallout,2000-01-01,2026-02-05
the Macabre Valentine Gilt Set,IP,Global,1,229361,1964,21,31,True,229361.0,0.8563,0.0092,0YniVtub5gE|PUBG MOBILE | Sweep the Battlegrounds with the Mac,2000-01-01,2026-02-05
the Macabre Valentine Gilt Set,IP,Global,1,229330,1967,21,0,True,229330.0,0.8577,0.0092,0YniVtub5gE|PUBG MOBILE | Sweep the Battlegrounds with the Mac,2025-01-26,2026-01-26
